source,notice_id,title,description,organisation,value_low,value_high,currency,published_date,deadline,notice_type,status,cpv_codes,url,scraped_at
FTS,ocds-h6vhtk-06aa3c_076000-2026,Planning Department Consultation Software,Tunbridge Wells Borough Council is looking to procure digital consultation software to use for planning related consultations on planning documents and strategies including the borough Local Plan.,Tunbridge Wells Borough Council,,,GBP,2026-08-11,,award,complete,,https://www.find-tender.service.gov.uk/Notice/076000-2026,2026-08-11T08:08:03.190464+00:00
FTS,ocds-h6vhtk-05a8d4_075999-2026,Provision of Occupational Health - New College Lanarkshire,"The authority requires a supplier to deliver Occupational Health and Health Surveillance services, including fitness for work assessments, health monitoring, and professional advice to support staff wellbeing.",New College Lanarkshire,,,GBP,2026-08-11,,award,cancelled,75122000,https://www.find-tender.service.gov.uk/Notice/075999-2026,2026-08-11T08:08:03.190488+00:00
FTS,ocds-h6vhtk-06e0c9_075998-2026,Digital Asset Management System,"We are seeking to appoint a supplier to deliver a fully configured, secure and scalable Digital Asset Management System (DAMS) that serves approximately:
•340 + staff users
•4 - 5 system administrators
•1,500–2,000 external users (grantees, partner organisations, suppliers, journalists), with month to month variability
The system must support multi-brand environments, self-service access, asset governance, consent tracking, and a simple user experience for staff and external users.",Heritage Fund,,,GBP,2026-08-11,,award,complete,,https://www.find-tender.service.gov.uk/Notice/075998-2026,2026-08-11T08:08:03.190494+00:00
FTS,ocds-h6vhtk-02874b_075997-2026,Community Relations Framework,"Cadent established a Community Relations Framework to provide stakeholder engagement, community relations, communications and reputation management support across its London network, Capital Delivery programme and wider business projects. The framework comprises two lots covering on-the-ground community relations services and strategic communications support.",CADENT GAS LIMITED,,,GBP,2026-08-11,,award,complete,79416000,https://www.find-tender.service.gov.uk/Notice/075997-2026,2026-08-11T08:08:03.190499+00:00
FTS,ocds-h6vhtk-06e0c8_075996-2026,Plymouth Home-Based Intermediate Care,NHS Devon sought to procure a managed Pathway 1 home-based intermediate care support service for Plymouth - to fully manage provision to support circa 60-80 individuals at any one time on our Intermediate Care pathway in the community following a period of acute/medical intervention.,NHS DEVON INTEGRATED CARE BOARD,,,GBP,2026-08-11,,award,complete,85323000,https://www.find-tender.service.gov.uk/Notice/075996-2026,2026-08-11T08:08:03.190503+00:00
FTS,ocds-h6vhtk-06e0c7_075995-2026,SDDCP004 Midway Community Centre Repair Works,"South Derbyshire District Council seeks quotations from suitably experienced building contractors to undertake remedial works arising from vehicular impact damage to the external wall of Midway Community Centre, Rowan Drive, Midway, Swadlincote DE11 0FH.",South Derbyshire District Council,,40000.0,GBP,2026-08-11,2026-09-04,tender,active,,https://www.find-tender.service.gov.uk/Notice/075995-2026,2026-08-11T08:08:03.190508+00:00
FTS,ocds-h6vhtk-06e0c6_075994-2026,Blooming Healthy,An in-house maternal healthy weight service. The service supports women with a high BMI with tailored 1-1 lifestyle advice and support to avoid gaining excess weight in pregnancy.,Worcestershire County Council,,,GBP,2026-08-11,,award,complete,,https://www.find-tender.service.gov.uk/Notice/075994-2026,2026-08-11T08:08:03.190512+00:00
FTS,ocds-h6vhtk-06e0c5_075993-2026,Let's Talk Money - Debt and Housing Support Services,"The service is jointly funded through the Housing Support Grant (HSG) and the Children’s and Communities Grant (CCG – Families First) and is designed to support individuals and families experiencing financial instability where debt is a primary driver of housing risk, homelessness, or wider family instability.  
The aim of the service is to prevent homelessness, sustain tenancies, and improve family resilience through hands‑on, needs‑led and practical support delivered via a single lead worker m",Caerphilly County Borough Council,,900000.0,GBP,2026-08-11,,planning,planning,,https://www.find-tender.service.gov.uk/Notice/075993-2026,2026-08-11T08:08:03.190526+00:00
FTS,ocds-h6vhtk-06e0c4_075992-2026,PROC3 26-24 Waste Management Software System,Waste Management Software System for waste & fleet operations,Erewash Borough Council,,,GBP,2026-08-11,,award,complete,,https://www.find-tender.service.gov.uk/Notice/075992-2026,2026-08-11T08:08:03.190533+00:00
FTS,ocds-h6vhtk-06e0c3_075991-2026,C463272 - Waiver for Disk Replacement Part and Support,Bradford Teaching Hospitals NHS Foundation Trust (BTHFT) requires the purchase of a replacement storage disk for unity enterprise. This will include continued support for the system to repairs and operational continuity. This occurred due to the unexpected failure of the existing storage disk.,Bradford Teaching Hospitals NHS Foundation Trust,,,GBP,2026-08-11,,award,complete,,https://www.find-tender.service.gov.uk/Notice/075991-2026,2026-08-11T08:08:03.190537+00:00
