source,notice_id,title,description,organisation,value_low,value_high,currency,published_date,deadline,notice_type,status,cpv_codes,url,scraped_at
FTS,ocds-h6vhtk-04e854_059751-2026,Project 18763 One Year Maintenance Solution for Border Force MST RHIBs,,Home Office,,,GBP,2026-06-25,,contractAmendment,,,https://www.find-tender.service.gov.uk/Notice/059751-2026,2026-06-25T10:13:53.148122+00:00
FTS,ocds-h6vhtk-06bcde_059750-2026,Economic Impact Assessment of the Universal Studios development on North Northamptonshire,"North Northamptonshire Council is seeking to appoint a suitably qualified and experienced consultant to prepare an Economic Impact Assessment of the Universal Studios development in Bedford on North Northamptonshire. 
The purpose of the study is to robustly assess the attraction's economic, employment, and visitor impacts for North Northamptonshire, to provide evidence suitable for use in the emerging Local Plan and other strategies.  
It should include recommendations on how the Council, workin",North Northamptonshire Council,,25000.0,GBP,2026-06-25,2026-07-24,tender,active,,https://www.find-tender.service.gov.uk/Notice/059750-2026,2026-06-25T10:13:53.148151+00:00
FTS,ocds-h6vhtk-06bcdd_059749-2026,ESSL Microsoft 365 Subscriptions,ESSL Annual Microsoft 365 Subscriptions  awarded via Y23065 KCS Framework,East Suffolk Council,,,GBP,2026-06-25,,award,complete,72000000,https://www.find-tender.service.gov.uk/Notice/059749-2026,2026-06-25T10:13:53.148158+00:00
FTS,ocds-h6vhtk-06bcdc_059748-2026,CYP ADHD/ASD Service – Wait List Initiative (WLI) Urgent Award,"In January of this  year, regional colleagues contacted Mid and South Essex ICB (now NHS Essex ICB) to advise of a non-recurrent funding for community schemes to tackle long waiting times.  Commissioning leads for BCYP, Community services and Adult Mental Health (MH) were asked to consider how best to utilise the 25/26 funding before Q2 2026/27 after which funding would not be available.
Commissioning leads identified a number priority pathways.
•	Community Paediatrics (Neuro) across MSE – ASD/A",NHS Essex Integrated Care Board,,,GBP,2026-06-25,,award,complete,85323000,https://www.find-tender.service.gov.uk/Notice/059748-2026,2026-06-25T10:13:53.148164+00:00
FTS,ocds-h6vhtk-06b27f_059747-2026,SONI085 DS3 - Gate 15,The procurement process is part of a structured process to aid SONI Limited (“SONI”) in the selection of companies for inclusion on the Qualification System for the provision of DS3 System Services and the award of contracts subject to approval of the Regulatory Authorities Northern Ireland respectively. Refer to Qualification briefing document for full details. ,SONI Ltd,,37806621.47,GBP,2026-06-25,,tenderUpdate,active,,https://www.find-tender.service.gov.uk/Notice/059747-2026,2026-06-25T10:13:53.148168+00:00
FTS,ocds-h6vhtk-06bcdb_059746-2026,Contract for the Provision of Vehicle Hire Service,"A Further Competition exercise to meet the requirements of FOUR police Authorities in the Northwest Region, namely Merseyside, Lancashire, Greater Manchester and Cumbria (including fire). This further competition is issued to cover the provision of Vehicle Hire under the CCS framework agreement RM6265.",Police & Crime Commissioner for Merseyside & Chief Constable for Merseyside,,,GBP,2026-06-25,2026-06-30,tender,active,34110000,https://www.find-tender.service.gov.uk/Notice/059746-2026,2026-06-25T10:13:53.148173+00:00
FTS,ocds-h6vhtk-06bcda_059745-2026,IT Support Contract,"The procurement was undertaken to appoint a suitably qualified and experienced IT Service Provider to submit  to deliver a comprehensive IT Support Contract. The scope of services primarily covers:
Ad-Hoc Remote and Onsite Support (Core Office Hours)
Emergency Support (Outside Core Hours)
Endpoint Security Licensing and Management
Windows Security and Management
Switch Security and Management
Firewall Security and Management
Service Desk/Helpdesk
Cybersecurity Awareness Training
Email filtering ",Humber Bridge Board,,,GBP,2026-06-25,,award,complete,,https://www.find-tender.service.gov.uk/Notice/059745-2026,2026-06-25T10:13:53.148177+00:00
FTS,ocds-h6vhtk-06bcd9_059744-2026,Fire Safety Equipment,Servicing and maintenance of Fire Safety Equipment.,Clarion Housing Group,,,GBP,2026-06-25,,planning,planning,,https://www.find-tender.service.gov.uk/Notice/059744-2026,2026-06-25T10:13:53.148189+00:00
FTS,ocds-h6vhtk-06bcd8_059743-2026,CYP ADHD/ASD Service – Wait List Initiative (WLI) Urgent Award,"In January of this  year, regional colleagues contacted Mid and South Essex ICB (now NHS Essex ICB) to advise of a non-recurrent funding for community schemes to tackle long waiting times.  Commissioning leads for BCYP, Community services and Adult Mental Health (MH) were asked to consider how best to utilise the 25/26 funding before Q2 2026/27 after which funding would not be available.
Commissioning leads identified a number priority pathways.
•	Community Paediatrics (Neuro) across MSE – ASD/A",NHS Essex Integrated Care Board,,,GBP,2026-06-25,,award,complete,85323000,https://www.find-tender.service.gov.uk/Notice/059743-2026,2026-06-25T10:13:53.148199+00:00
FTS,ocds-h6vhtk-06bcd7_059742-2026,Emergency service vehicles,Supply and build of up to x6 fire appliances and a prime mover vehicle,Cleveland Fire Authority,,,GBP,2026-06-25,,award,complete,34144213,https://www.find-tender.service.gov.uk/Notice/059742-2026,2026-06-25T10:13:53.148205+00:00
FTS,ocds-h6vhtk-06bcd6_059741-2026,Provision of Allograft Products,Provision of Allograft Products to Queen Victoria Hospital NHS Foundation Trust,Queen Victoria Hospital NHS Foundation Trust,,600000.0,GBP,2026-06-25,2026-07-27,tender,active,33184100,https://www.find-tender.service.gov.uk/Notice/059741-2026,2026-06-25T10:13:53.148210+00:00
FTS,ocds-h6vhtk-06ac1b_059740-2026,Supply of Traffic Signs and Sign Posts,"Derbyshire County Council (The Council) is seeking to establish a Contract for the supply and delivery of highway signs and posts to support the delivery of construction, highways, and maintenance works across Derbyshire. The Contract aims to ensure a consistent supply of high-quality signs and posts that meets technical, environmental, and safety standards while delivering best value for money.",Derbyshire County Council,,400000.0,GBP,2026-06-25,2026-07-10,tenderUpdate,active,,https://www.find-tender.service.gov.uk/Notice/059740-2026,2026-06-25T10:13:53.148214+00:00
